C0062,0.45,122.00,33.2634,-97.6651
C0069,1.34,170.00,32.8208,-96.4662
C0082,0.89,180.00,35.0465,-106.4921
C0115,0.45,225.00,29.9712,-97.8492
C0117,2.68,57.00,-32.0570,115.9533
C0120,2.68,160.00,40.5428,-111.8117
C0126,0.89,196.00,52.6688,-3.8092
C0133,0.00,189.00,30.2065,-97.8407
C0134,1.79,29.00,65.1010,25.4047
C0138,0.89,153.00,47.7822,-122.2687
C0146,0.00,167.00,30.5486,-97.6261
C0181,0.00,349.00,33.7476,-118.1117
C0214,0.89,260.00,39.4622,-8.2004
C0217,0.00,0.00,45.2314,-93.4211
C0222,2.68,162.00,38.6278,-103.5755
C0228,0.00,65.00,47.4955,-110.8578
C0230,5.36,246.00,50.9493,-2.6268
C0234,0.00,306.00,34.3972,-118.4467
C0275,1.34,112.00,52.4862,5.4930
C0315,0.00,270.00,48.7533,13.8200
C0318,0.00,119.00,36.0872,-95.8087
C0325,1.79,185.00,47.7399,-122.2603
C0334,0.45,230.00,47.7570,11.3680
C0352,0.89,182.00,39.3991,-101.0596
C0374,0.00,342.00,29.7870,-95.5813
C0386,3.13,194.00,33.2421,-103.3360
C0407,0.89,198.00,47.7293,-122.6182
C0425,0.00,23.00,37.2542,-121.9995
C0443,0.45,125.00,38.6087,-121.4123
C0453,1.79,158.00,41.1597,-96.1917
C0458,0.45,158.00,38.5870,-121.3162
C0464,0.89,159.00,35.1505,-118.5167
C0493,0.45,192.00,45.4963,-122.4270
C0499,0.00,342.00,47.2360,-93.5450
C0521,4.02,126.00,54.0647,-2.8580
C0525,2.24,126.00,53.0403,-2.2528
C0528,0.00,171.00,40.7453,-95.6408
C0539,1.79,360.00,50.9580,6.7625
C0546,1.34,205.00,40.7905,-96.6313
C0548,1.34,94.00,33.2122,-96.7533
C0561,0.00,81.00,45.1587,-93.2715
C0570,0.00,89.00,41.0422,-123.8763
C0597,2.68,220.00,35.1475,-118.5069
C0605,0.45,264.00,43.9167,10.9000
C0607,0.00,237.00,33.7050,-111.9103
C0622,0.89,342.00,38.9561,-123.5450
C0623,0.00,215.00,34.1770,-118.5988
C0636,0.00,315.00,43.8987,-103.1558
C0645,0.89,327.00,33.9210,-118.0544
C0650,0.00,242.00,61.1958,-149.9613
C0653,0.00,34.00,44.2312,-95.6092
C0657,2.24,164.00,49.6040,-124.0447
C0672,0.00,89.00,47.2005,-122.1845
C0677,0.00,163.00,38.4515,-122.7577
C0682,2.24,270.00,45.8922,-118.6570
C0704,2.68,183.00,44.7137,-119.0995
C0706,3.13,297.00,45.8125,-118.4222
C0707,1.34,248.00,46.3167,-117.9748
C0710,0.89,186.00,53.5016,-2.3070
C0713,0.00,56.00,39.0162,-121.0428
C0720,0.00,292.00,33.8745,-118.1318
C0725,0.00,0.00,29.9802,-98.0874
C0732,0.00,0.00,44.1347,-118.9705
C0752,3.13,132.00,35.2563,-97.4972
C0756,3.58,133.00,40.0800,-111.7300
C0773,0.89,191.00,37.7710,-92.6519
C0775,0.89,202.00,49.7953,7.6917
C0796,0.00,10.00,44.7577,-93.3435
C0799,0.45,212.00,46.4778,-124.0505
C0817,2.24,150.00,33.1553,-97.1320
C0825,0.45,279.00,44.3957,-122.7022
C0834,1.34,66.00,46.6277,-99.1420
C0856,0.00,151.00,30.0662,-95.1985
C0887,0.00,45.00,38.2567,-120.3197
